source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[microbiome source]	characteristics[sample storage]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
ABF_9	ABF_9	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_9_RD4_01_24027	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_9_RD4_01_24027.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_9	ABF_9	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_9_RD4_01_24028	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_9_RD4_01_24028.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_10	ABF_10	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_10_RD5_01_24030	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_10_RD5_01_24030.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_10	ABF_10	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_10_RD5_01_24031	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_10_RD5_01_24031.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_10	ABF_10	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_10_RD5_01_24032	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_10_RD5_01_24032.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_11	ABF_11	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_11_RD6_01_24033	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_11_RD6_01_24033.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_11	ABF_11	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_11_RD6_01_24034	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_11_RD6_01_24034.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_11	ABF_11	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_11_RD6_01_24035	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_11_RD6_01_24035.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_12	ABF_12	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_12_RD7_01_24036	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_12_RD7_01_24036.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_12	ABF_12	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_12_RD7_01_24037	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_12_RD7_01_24037.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_12	ABF_12	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_12_RD7_01_24038	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_12_RD7_01_24038.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_13	ABF_13	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_13_RD8_01_24040	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_13_RD8_01_24040.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_13	ABF_13	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_13_RD8_01_24041	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_13_RD8_01_24041.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_13	ABF_13	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_13_RD8_01_24042	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_13_RD8_01_24042.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_14	ABF_14	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_14_RE1_01_24043	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_14_RE1_01_24043.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_14	ABF_14	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_14_RE1_01_24044	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_14_RE1_01_24044.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_14	ABF_14	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_14_RE1_01_24045	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_14_RE1_01_24045.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_15	ABF_15	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_15_RE2_01_24046	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_15_RE2_01_24046.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_15	ABF_15	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_15_RE2_01_24047	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_15_RE2_01_24047.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_15	ABF_15	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_15_RE2_01_24048	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_15_RE2_01_24048.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_16	ABF_16	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_16_RE3_01_24050	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_16_RE3_01_24050.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_16	ABF_16	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_16_RE3_01_24051	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_16_RE3_01_24051.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_16	ABF_16	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_16_RE3_01_24052	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_16_RE3_01_24052.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_17	ABF_17	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_17_RE4_01_24053	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	1	ABF group_17_RE4_01_24053.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_17	ABF_17	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_17_RE4_01_24054	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	2	ABF group_17_RE4_01_24054.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
ABF_17	ABF_17	pig gut metagenome	caecum	not applicable	normal	JPST001878	intestine environment	Chon Buri Province	not available	pig cecal microbiome	-80C	antibiotic-free rearing	1	ABF group_17_RE4_01_24055	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	10 eV	0.6 Da	0.6 Da	1	3	ABF group_17_RE4_01_24055.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	antibiotic-free rearing
